onset_s,event_time_s,duration_s,end_s,type,channel,confidence,notes,finger_id,action_id,trial_id,block_id,session_mode,source,lsl_ts_mono,local_ts,event_id,event_index,label
1167.6650229422376,1167.6650229422376,0.8803174998611212,1168.5453404420987,index_open,n/a,,,2,1,0,0,,keyboard,3026247.745776916,1771284027.300695,124,124,index_open
1170.1493626921438,1170.1493626921438,0.8481597499921918,1170.997522442136,index_open,n/a,,,2,1,0,0,,keyboard,3026250.197958916,1771284029.752783,125,125,index_open
1172.8505585673265,1172.8505585673265,0.724206208717078,1173.5747647760436,index_open,n/a,,,2,1,0,0,,keyboard,3026252.77520125,1771284032.3299332,126,126,index_open
1175.300934442319,1175.300934442319,0.888139917049557,1176.1890743593685,index_open,n/a,,,2,1,0,0,,keyboard,3026255.389510833,1771284034.9441469,127,127,index_open
1178.1766431923024,1178.1766431923024,0.5334238749928772,1178.7100670672953,index_open,n/a,,,2,1,0,0,,keyboard,3026257.910503541,1771284037.465045,128,128,index_open
1180.612669234164,1180.612669234164,0.7255712919868529,1181.338240526151,index_open,n/a,,,2,1,0,0,,keyboard,3026260.538677,1771284040.093121,129,129,index_open
1183.262455651071,1183.262455651071,0.5518808751367033,1183.8143365262076,index_open,n/a,,,2,1,0,0,,keyboard,3026263.014773,1771284042.5691252,130,130,index_open
1185.3848626655526,1185.3848626655526,0.7610233607701957,1186.1458860263228,index_open,n/a,,,2,1,0,0,,keyboard,3026265.3463225,1771284044.900587,131,131,index_open
1188.0124753592536,1188.0124753592536,0.5164026669226587,1188.5288780261762,index_open,n/a,,,2,1,0,0,,keyboard,3026267.7293145,1771284047.283492,132,132,index_open
1190.4167181923985,1190.4167181923985,0.7037712088786066,1191.1204894012772,index_open,n/a,,,2,1,0,0,,keyboard,3026270.320925875,1771284049.87501,133,133,index_open
1192.9351222342812,1192.9351222342812,0.7210513330064714,1193.6561735672876,index_open,n/a,,,2,1,0,0,,keyboard,3026272.856610041,1771284052.410601,134,134,index_open
1195.3984020263888,1195.3984020263888,0.7967695407569408,1196.1951715671457,index_open,n/a,,,2,1,0,0,,keyboard,3026275.395608041,1771284054.949503,135,135,index_open
